"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000053903","1.0","0000000986","PHIL","","1","0","1","0","0","","Taliaferro, Charles","{'fsnum': '8230', 'name': 'Taliaferro, Charles'}","200","","IS/Research Methods","298","","False","","","5","O","20055","Independent Study","Research","2005"
"0000053902","1.0","0000000993","PHIL","Prerequisite: one Level III course in philosophy.","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","IR/","398","","False","one Level III course in philosophy.","","5","O","20055","Independent Research","Research","2005"
"0000053010","1.0","0000001105","PSCI","This course is an introduction to some of the central, interrelated concepts and questions of political theory. Some of the readings will be drawn from recognized classics in the field while others will arise from contemporary debates about political issues and cultural diversity within the U.S. The course will pay considerable attention to historical shifts in political thought but is not designed to provide a chronology of the great Western political thinkers. Instead, this course aims to provoke and sustain a semester-long exploration of what it means to be a political actor -- that is, a citizen -- and what it means to think about politics.","8","2","3","2","1","HWC;MCS-D","Casson, Douglas J.","{'fsnum': '17420', 'name': 'Casson, Douglas J.'}","100","","Intro: Pol Theory","113","{'day': 'Mo', 'end': '11:30', 'location': 'RML 520', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RML 520', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RML 520', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RML 520', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RML 520', 'start': '10:00'}","False","False","","5","O","20055","Introduction to Political Theory","Research","2005"
"0000053011","1.0","0000001130","PSCI","Machiavelli founded modern political philosophy by asking How does the ruler acquire power? This course explores how modern political thinkers answered this question by changing the grounds of authority from religious and philosophical foundations to rational ones. Texts include Machiavelli's Prince and Hobbes's Leviathan, Locke's Second Treatise, Rousseau's Social Contract, Marx's Communist Manifesto, and Nietzsche's Use and Abuse of History.","3","1","2","0","0","HWC","Casson, Douglas J.","{'fsnum': '17420', 'name': 'Casson, Douglas J.'}","200","","Hist Mod Pol Thought","260","{'day': 'Mo', 'end': '14:00', 'location': 'RML 520', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RML 520', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RML 520', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RML 520', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RML 520', 'start': '12:30'}","False","False","","5","O","20055","History of Modern Political Thought","Research","2005"
"0000053925","1.0","0000001139","PSCI","Internships in the major are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs and executive agencies.","2","0","2","0","0","","Breen, Sheryl D.","{'fsnum': '13316', 'name': 'Breen, Sheryl D.'}","200","","Academic Internship","294","","True","False","","5","O","20055","Internship","Research","2005"
"0000053974","1.0","0000001139","PSCI","Internships in the major are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs and executive agencies.","2","0","1","1","0","","Casson, Douglas J.","{'fsnum': '17420', 'name': 'Casson, Douglas J.'}","200","","Academic Internship","294","","True","False","A","5","O","20055","Internship","Research","2005"
"0000054183","1.0","0000001139","PSCI","Internships in the major are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs and executive agencies.","1","0","0","1","0","","Lott, Anthony","{'fsnum': '15825', 'name': 'Lott, Anthony'}","200","","Academic Internship","294","","True","False","B","5","O","20055","Internship","Research","2005"
"0000054182","1.0","0000001141","PSCI","After completion of three courses in political science, students may approach a member of the department faculty and propose a course of study not currently offered to be conducted in tutorial fashion.","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","IS/","298","","False","False","","5","O","20055","Independent Study","Research","2005"
"0000053887","1.0","0000001152","PSCI","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty.","1","0","1","0","0","WRI","Lott, Anthony","{'fsnum': '15825', 'name': 'Lott, Anthony'}","300","","IR/Arab World Politics","398","","False","False","","5","O","20055","Independent Research","Research","2005"
"0000054180","1.0","0000001152","PSCI","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty.","1","0","1","0","0","","Brooks, D Christopher","{'fsnum': '14170', 'name': 'Brooks, D Christopher'}","300","","IR/Democratization","398","","False","False","A","5","O","20055","Independent Research","Research","2005"
"0000054034","1.0","0000001178","PSYCH","","0","0","0","0","0","","Muir, Gary M.","{'fsnum': '16584', 'name': 'Muir, Gary M.'}","200","","Academic Internship","294","","True","","","5","O","20055","","Research","2005"
"0000053742","1.0","0000001190","PSYCH","Students have the opportunity to work in-depth on a research project of interest under the supervision of a member of the psychology department faculty. Prerequisite: Statistics 110, 212 or 263, Psychology 231, four additional courses in the department, and permission of instructor. Psychology 298 is strongly recommended. Offered each semester.","1","0","1","0","0","","Huff, Charles","{'fsnum': '3556', 'name': 'Huff, Charles'}","300","","IR/Moral Psychology","398","","False","Statistics 110, 212 or 263, Psychology 231, four additional courses in the department, and permission of instructor. Psychology 298 is strongly recommended. Offered each semester.","","5","O","20055","Independent Research","Research","2005"
"0000053012","1.0","0000001207","REL","Students read Pauline letters carefully for their major issues, such as apocalyptic, gospel, apostleship, Jew and Gentile, faith, Torah, community. Considering Paul in the context of his times and Paul in the context of later Christianity, students discuss topics such as Jews and Christians, men and women, creation, grace in Paul and present day experience.","13","5","2","5","1","BTS-T","Hanson, James","{'fsnum': '3061', 'name': 'Hanson, James'}","200","","St.Paul/Letter/Gospel","223","{'day': 'Mo', 'end': '14:00', 'location': 'CAD 204', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'CAD 204', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'CAD 204', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'CAD 204', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'CAD 204', 'start': '12:30'}","False","False","","5","O","20055","Paul: His Letters, His Gospel","Research","2005"
"0000053013","1.0","0000001232","REL","This course examines the ethical teachings of Jesus as found in the canonical Gospels (with special focus on the Sermon on the Mount), explores how these teachings have been understood at some major moments in Western history, and brings them to bear on the task of contemporary ethical reflection. Issues examined include, for example, non-violence, social and economic justice, sexuality, and ethnic conflict. Prerequisite: Religion 121.","8","2","4","1","1","EIN","Hanson, James","{'fsnum': '3061', 'name': 'Hanson, James'}","200","","The Ethics of Jesus","276","{'day': 'Mo', 'end': '16:00', 'location': 'TB 227', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'TB 227', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'TB 227', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'TB 227', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'TB 227', 'start': '14:30'}","False","Religion 121.","","5","O","20055","","Research","2005"
"0000053926","1.0","0000001236","REL","","1","0","1","0","0","","Walter, Gregory A.","{'fsnum': '16642', 'name': 'Walter, Gregory A.'}","200","","Academic Internship","294","","True","","","5","O","20055","","Research","2005"
"0000053973","1.0","0000001236","REL","","1","0","1","0","0","","Wilson, Charles","{'fsnum': '9090', 'name': 'Wilson, Charles'}","200","","Academic Internship","294","","True","","A","5","O","20055","","Research","2005"
"0000053979","1.0","0000001236","REL","","1","0","1","0","0","","Galbraith, Elizabeth C.","{'fsnum': '14954', 'name': 'Galbraith, Elizabeth C.'}","200","","Academic Internship","294","","True","","B","5","O","20055","","Research","2005"
"0000053990","0.5","0000001236","REL","","1","0","1","0","0","","Ripley, Jason J.","{'fsnum': '17395', 'name': 'Ripley, Jason J.'}","200","","Academic Internship","294","","True","","C","5","O","20055","","Research","2005"
"0000053977","1.0","0000001253","REL","","1","0","0","1","0","","Schuurman, Douglas","{'fsnum': '7248', 'name': 'Schuurman, Douglas'}","300","","Academic Internship","394","","True","","","5","O","20055","Internship","Research","2005"
"0000053014","1.0","0000001324","SPAN","Students begin learning Spanish through listening, speaking, reading and writing about topics familiar to them, including family, academic and social life, in an intercultural context. And they reinforce these skills through complementary exercises in the language laboratory. Offered Interim. Open only to students with no prior experience in Spanish or who have placed into Spanish 111.","0","0","0","0","0","","McClanahan, Joseph","{'fsnum': '15807', 'name': 'McClanahan, Joseph'}","100","","Beginning Spanish I","111","{'day': 'Mo', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RML 525', 'start': '12:30'}","False","False","","5","X","20055","","Research","2005"
"0000053975","1.0","0000001372","SWRK","","1","0","0","0","1","","Carlsen, Mary","{'fsnum': '938', 'name': 'Carlsen, Mary'}","300","","Academic Internship","394","","True","","","5","O","20055","","Research","2005"
"0000054281","1.0","0000001395","THEAT","Prerequisite: At least three previous courses in department.","1","0","1","0","0","","Wilson, Karen","{'fsnum': '9093', 'name': 'Wilson, Karen'}","200","","IS/Today's Top Stories","298","","False","At least three previous courses in department.","","5","O","20055","Independent Study","Research","2005"
"0000053015","1.0","0000001476","WMNST","Required for the women's studies major and concentration, this course introduces students to the concept of gender as a category of analysis. It is designed for students who seek a fuller understanding of themselves as women and men and a wider knowledge of the experiences and achievements of women.","5","2","3","0","0","MCS-D;WRI","Cisar, Mary","{'fsnum': '1191', 'name': 'Cisar, Mary'}","100","","Intro Womens Studies","121","{'day': 'Mo', 'end': '16:00', 'location': 'CAD 204', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'CAD 204', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'CAD 204', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'CAD 204', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'CAD 204', 'start': '14:30'}","False","False","","5","O","20055","Introduction to Women's Studies","Research","2005"
"0000053883","1.0","0000001477","WMNST","","1","0","1","0","0","","Kutulas, Judy","{'fsnum': '4583', 'name': 'Kutulas, Judy'}","200","","Academic Internship","294","","True","","","5","O","20055","Internships","Research","2005"

