"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000075596","1.0","0000001289","SOAN","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as ""Do we have a 'human nature'?,"" ""Why does social inequality exist?,"" ""What is race?,"" and ""How do societies change?"" In answering these questions students learn to develop a sociological imagination. In doing so they review the various research methods and theories that form the sociological tradition. This course is primarily open to first year students or students in certain accredited programs. Open to first-year students only. Open to all students when taught during the summer. Offered each semester.","5","1","1","1","2","HBS;MCD;MCS-D","Pappas, Christopher","{'fsnum': '21026', 'name': 'Pappas, Christopher'}","100","","Intro to Sociology","121","{'day': 'Mo', 'end': '14:00', 'location': 'RML 520', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RML 520', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RML 520', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RML 520', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RML 520', 'start': '12:30'}","False","False","","5","O","20095","Introduction to Sociology","Research","2009"
"0000075597","1.0","0000001306","SOAN","Students explore the continuing significance of color, class, and immigration in the U.S., with a focus on the experiences and concerns of African-Americans, Native Americans, Hispanics/Latinos, and Asian-Americans. The course examines the nature and functions of prejudice; the relationship among race, class and gender; the persistence of racism and inequality; and social policies and social movements intended to create greater social justice. Offered annually in the Fall or Spring Semester.","4","3","0","1","0","HBS;MCD;MCS-D","Pappas, Christopher","{'fsnum': '21026', 'name': 'Pappas, Christopher'}","200","","Race/Class-Am Culture","264","{'day': 'Mo', 'end': '16:00', 'location': 'RML 520', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'RML 520', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'RML 520', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'RML 520', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'RML 520', 'start': '14:30'}","False","False","","5","O","20095","Race and Class in American Culture","Research","2009"
"0000075811","0.5","0000001315","SOAN","","1","0","1","0","0","","Williamson, Thomas A.","{'fsnum': '14223', 'name': 'Williamson, Thomas A.'}","200","","Academic Internship","294","","True","","","5","O","20095","Internship","Research","2009"
"0000075837","0.5","0000001315","SOAN","","2","0","1","1","0","","Nordstrom-Loeb, Bruce","{'fsnum': '5728', 'name': 'Nordstrom-Loeb, Bruce'}","200","","Academic Internship","294","","True","","A","5","O","20095","Internship","Research","2009"
"0000075441","1.0","0000001325","SPAN","Students expand their skills by continuing to listen, speak, read, and write on such topics as the concept of time, leisure activities, and culinary traditions in North American and Hispanic cultures. Additional work is done in the World Languages Center. Prerequisite: Spanish 111 or placement. Offered each semester.","0","0","0","0","0","","Piñero Christine, H.","{'fsnum': '12459', 'name': 'Piñero Christine, H.'}","100","","Beginning Spanish II","112","{'day': 'Mo', 'end': '11:30', 'location': 'OM 020', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'OM 020', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'OM 020', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'OM 020', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'OM 020', 'start': '10:00'}","False","Spanish 111 or placement. Offered each semester.","","5","X","20095","","Research","2009"
"0000075442","1.0","0000001326","SPAN","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered each semester and during Interim.","0","0","0","0","0","","Cropsey, Kris A.","{'fsnum': '14153', 'name': 'Cropsey, Kris A.'}","200","","Intermed Spanish I","231","{'day': 'Mo', 'end': '09:30', 'location': 'RNS 206', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'RNS 206', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'RNS 206', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'RNS 206', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'RNS 206', 'start': '08:00'}","False","Spanish 112 or placement. Offered each semester and during Interim.","","5","O","20095","Intermediate Spanish I","Research","2009"
"0000075443","1.0","0000001327","SPAN","Students explore the diverse histories, circumstances, and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and TV broadcasts. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations, and engaging in interactive group activities. They also review Spanish structures difficult for speakers of English. Prerequisite: Spanish 231 or placement. Offered each semester.","5","2","2","0","1","FOL-S;MCD;MCS-D","Cropsey, Kris A.","{'fsnum': '14153', 'name': 'Cropsey, Kris A.'}","200","","Intermed Spanish II","232","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 206', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 206', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 206', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 206', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 206', 'start': '10:00'}","False","Spanish 231 or placement. Offered each semester.","","5","O","20095","Intermediate Spanish II","Research","2009"
"0000075808","0.5","0000001372","SWRK","","2","0","2","0","0","","Lennox, Naurine","{'fsnum': '4761', 'name': 'Lennox, Naurine'}","300","","Academic Internship","394","","True","","","5","O","20095","","Research","2009"
"0000075288","1.0","0000001376","THEAT","This studio course is designed as an overview of the acting process for the non-major and includes basic acting theories, rehearsal techniques, improvisation, history and styles. Students explore and practice exercises, scene work and audition material. The course requires trips to professional theaters in the Twin Cities. A ticket fee is required. This course does not fulfill the acting requirement for the major. Offered each semester.","9","1","3","1","4","ALS-A;ORC","Willcoxon, Jeanne I.","{'fsnum': '17418', 'name': 'Willcoxon, Jeanne I.'}","100","","Acting for Non-Majors","115","{'day': 'Mo', 'end': '11:30', 'location': 'TB Haugen', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TB Haugen', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TB Haugen', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TB Haugen', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TB Haugen', 'start': '10:00'}","False","False","","5","O","20095","Acting for the Non-Major","Research","2009"
"0000075289","1.0","0000001398","THEAT","An in-depth investigation of a selected topic through readings, bibliography, reports and projects. Students may register for the course more than once, provided a different topic is studied. Prerequisite: Theatre 110. Some topics courses may require additional prerequisites. Please inquire in the Theatre Department office before registering. Offered annually.","1","0","0","0","1","MCS-D;ORC;WRI","Gisselman, Gary C.","{'fsnum': '10426', 'name': 'Gisselman, Gary C.'}","300","","Top: Am Musical Theatre","379","{'day': 'Mo', 'end': '11:30', 'location': 'TB 216', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TB 216', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TB 216', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TB 216', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TB 216', 'start': '10:00'}","False","Theatre 110. Some topics courses may require additional prerequisites. Please inquire in the Theatre Department office before registering. Offered annually.","A","5","O","20095","Topics in Interpretation and Theater","Topic","2009"
"0000075290","1.0","0000001398","THEAT","An in-depth investigation of a selected topic through readings, bibliography, reports and projects. Students may register for the course more than once, provided a different topic is studied. Prerequisite: Theatre 110. Some topics courses may require additional prerequisites. Please inquire in the Theatre Department office before registering. Offered annually.","0","0","0","0","0","MCS-D","Edwards, Todd F.","{'fsnum': '18468', 'name': 'Edwards, Todd F.'}","300","","Top: Stage Combat","379","{'day': 'Mo', 'end': '14:00', 'location': 'TB Haugen', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'TB Haugen', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'TB Haugen', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'TB Haugen', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'TB Haugen', 'start': '12:30'}","False","Theatre 110. Some topics courses may require additional prerequisites. Please inquire in the Theatre Department office before registering. Offered annually.","B","5","X","20095","Topics in Interpretation and Theater","Topic","2009"
"0000075816","0.25","0000023391","WRIT","","40","0","0","0","40","","Kelly, Maria L.","{'fsnum': '10032', 'name': 'Kelly, Maria L.'}","100","","Top: Supplemental Writing","109","","True","","","5","C","20095","","Topic","2009"

