"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000011867","0.5","0000000342","EDUC","In this reflective capstone course, teacher candidates study, experience and reflect upon the influences that technology, cultural diversity, personal health and chemical abuse have upon schooling, home life, community stability and, ultimately, their own students' achievement. Students build upon student teaching to determine the essential knowledge and skills of educators as change agents and their future roles as first-year teachers. This workshop follows student teaching. Student teachers only. Special section offered for St. Thomas Elementary students.","12","","","","","Robert W. McClure","","S","300","25","Issues in Education","385","{'day': 'Mo', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Tu', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'We', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Th', 'end': '16:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Fr', 'end': '16:00', 'location': 'TBA', 'start': '08:00'}","False","False","","3","","","O","20053","","Research","2005"
"0000011868","3.0","0000000343","EDUC","Students are assigned to a full-time internship in schools under the guidance of competent cooperating teachers and supervised by faculty from both the content area department and the Education Department. Student teaching provides the best possible introduction to the teaching experience. Student teachers practice all classroom teaching skills required to assure competency to begin their first year of teaching. Minimum of 12 full-time weeks teaching, including orientation sessions and required seminars. Education students only -- seniors or college graduates.","13","","","","","Rosemary A. Pfarr-Baker","","S","300","25","Student Teaching","389","","False","False","","3","","","O","20053","","Research","2005"
"0000011869","1.0","0000000344","EDUC","","0","","","","","Staff","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000011870","1.0","0000000345","EDUC","","0","","","","","Staff","","S","300","999","IR/","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000011871","0.25","0000000346","DNCTE","","23","","","","","Sheryl Saterstrom","","S","100","20","The Beat Goes On","105","{'day': 'Mo', 'end': '10:00', 'location': 'CAD Studio 2', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CAD Studio 2', 'start': '09:05'}","True","False","","3","","","C","20053","","Research","2005"
"0000011872","0.25","0000000347","DNCTE","Ballroom classes are taught from a social/aesthetic perspective. In this course, students learn fundamental steps, rhythms and styling in foxtrot, slow waltz, Viennese waltz, east coast swing and cha cha or samba.","21","","","","","Anne von Bibra","","S","100","20","Ballroom I (Men)","106","{'day': 'Mo', 'end': '10:00', 'location': 'CAD _STUDIO_1', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CAD _STUDIO_1', 'start': '09:05'}","True","False","A","3","","","C","20053","Ballroom I","Research","2005"
"0000011873","0.25","0000000347","DNCTE","Ballroom classes are taught from a social/aesthetic perspective. In this course, students learn fundamental steps, rhythms and styling in foxtrot, slow waltz, Viennese waltz, east coast swing and cha cha or samba.","21","","","","","Anne von Bibra","","S","100","14","Ballroom I (Women)","106","{'day': 'Mo', 'end': '10:00', 'location': 'CAD _STUDIO_1', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CAD _STUDIO_1', 'start': '09:05'}","True","False","B","3","","","C","20053","Ballroom I","Research","2005"
"0000011874","0.25","0000000347","DNCTE","Ballroom classes are taught from a social/aesthetic perspective. In this course, students learn fundamental steps, rhythms and styling in foxtrot, slow waltz, Viennese waltz, east coast swing and cha cha or samba.","17","","","","","Anne von Bibra","","S","100","20","Ballroom I (Men)","106","{'day': 'Tu', 'end': '12:40', 'location': 'CAD _STUDIO_1', 'start': '11:45'};{'day': 'Th', 'end': '13:40', 'location': 'CAD _STUDIO_1', 'start': '12:45'}","True","False","C","3","","","O","20053","Ballroom I","Research","2005"
"0000011875","0.25","0000000347","DNCTE","Ballroom classes are taught from a social/aesthetic perspective. In this course, students learn fundamental steps, rhythms and styling in foxtrot, slow waltz, Viennese waltz, east coast swing and cha cha or samba.","16","","","","","Anne von Bibra","","S","100","14","Ballroom I (Women)","106","{'day': 'Tu', 'end': '12:40', 'location': 'CAD _STUDIO_1', 'start': '11:45'};{'day': 'Th', 'end': '13:40', 'location': 'CAD _STUDIO_1', 'start': '12:45'}","True","False","D","3","","","C","20053","Ballroom I","Research","2005"
"0000011876","0.25","0000000349","DNCTE","International dance classes emphasize dance in its varied cultural contexts. This course surveys dance from around the world with emphasis on European and Near Eastern forms.","24","","","","","Anne von Bibra","","S","100","25","Intl Dance I","109","{'day': 'Mo', 'end': '12:45', 'location': 'CAD _STUDIO_1', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'CAD _STUDIO_1', 'start': '11:50'}","True","False","","3","","","O","20053","International Dance I: A Survey","Research","2005"
"0000011877","0.25","0000000350","DNCTE","","17","","","","","Sheryl Saterstrom","","S","100","15","Fundamentally Dance","110","{'day': 'Mo', 'end': '12:45', 'location': 'CAD _STUDIO_2', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'CAD _STUDIO_2', 'start': '11:50'}","True","False","","3","","","C","20053","","Research","2005"
"0000011878","0.25","0000000351","DNCTE","Modern dance classes approach movement with imagination, experience and technical training. The classes explore the structural and functional relationships within the body from which we create dance patterns and develop expressive movement and body awareness. This course introduces students to body awareness and modern dance vocabulary and technique. Offered both semesters. Can be repeated with instructor's permission.","21","","","","","Sheryl Saterstrom","","S","100","20","Modern Dance I (.25)","111","{'day': 'Mo', 'end': '13:50', 'location': 'CAD _STUDIO_1', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CAD _STUDIO_1', 'start': '12:55'}","True","False","A","3","","","C","20053","Modern Dance I","Research","2005"
"0000011879","0.25","0000000351","DNCTE","Modern dance classes approach movement with imagination, experience and technical training. The classes explore the structural and functional relationships within the body from which we create dance patterns and develop expressive movement and body awareness. This course introduces students to body awareness and modern dance vocabulary and technique. Offered both semesters. Can be repeated with instructor's permission.","19","","","","","Anthony Roberts","","S","100","20","Modern Dance I (.25)","111","{'day': 'Tu', 'end': '11:00', 'location': 'CAD _STUDIO_1', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'CAD _STUDIO_1', 'start': '09:55'}","True","False","B","3","","","C","20053","Modern Dance I","Research","2005"
"0000011880","0.25","0000000353","DNCTE","Ballet classes are taught from a modern dance perspective. This course provides students with an introduction to ballet vocabulary, technique and body awareness. Offered both semesters. Can be repeated with instructor's permission.","27","","","","","Heather J. Klopchin","","S","100","20","Ballet I","121","{'day': 'Tu', 'end': '11:00', 'location': 'CAD _STUDIO_2', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'CAD _STUDIO_2', 'start': '09:55'}","True","False","A","3","","","C","20053","","Research","2005"
"0000011881","0.25","0000000353","DNCTE","Ballet classes are taught from a modern dance perspective. This course provides students with an introduction to ballet vocabulary, technique and body awareness. Offered both semesters. Can be repeated with instructor's permission.","18","","","","","Jennifer Bader","","S","100","20","Ballet I","121","{'day': 'Tu', 'end': '12:45', 'location': 'CAD _STUDIO_2', 'start': '11:50'};{'day': 'Th', 'end': '13:40', 'location': 'CAD _STUDIO_2', 'start': '12:45'}","True","False","B","3","","","C","20053","","Research","2005"
"0000011882","0.25","0000000355","DNCTE","This course provides instruction in basic steps, rhythms and styling for tango, west coast swing and quickstep. Students learn advanced patterns in slow waltz. Emphasis is on styling and quality of movement. Prerequisite: Dance 106 or permission of instructor.","12","","","","","Anne von Bibra","","S","200","20","Ballroom II (Men)","206","{'day': 'Tu', 'end': '14:55', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'Th', 'end': '15:35', 'location': 'CAD _STUDIO_1', 'start': '14:40'}","True","Dance 106 or permission of instructor.","A","3","","","O","20053","Ballroom II","Research","2005"
"0000011883","0.25","0000000355","DNCTE","This course provides instruction in basic steps, rhythms and styling for tango, west coast swing and quickstep. Students learn advanced patterns in slow waltz. Emphasis is on styling and quality of movement. Prerequisite: Dance 106 or permission of instructor.","16","","","","","Anne von Bibra","","S","200","14","Ballroom II (Women)","206","{'day': 'Tu', 'end': '14:55', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'Th', 'end': '15:35', 'location': 'CAD _STUDIO_1', 'start': '14:40'}","True","Dance 106 or permission of instructor.","B","3","","","C","20053","Ballroom II","Research","2005"
"0000011884","0.5","0000000357","DNCTE","Students expand their understanding of modern dance by building on the components of Level I, adding attention to movement qualities, elements of space, dance vocabulary and technique with an emphasis on phrasing and sequences. Prerequisite: Dance 111 and permission of instructor. Offered both semesters. 211 can be repeated with instructor's permission.","4","","","","","Anthony Roberts","","S","200","4","Modern Dance II","210","{'day': 'Mo', 'end': '15:30', 'location': 'CAD _STUDIO_2', 'start': '14:00'};{'day': 'We', 'end': '15:30', 'location': 'CAD _STUDIO_2', 'start': '14:00'}","False","Dance 111 and permission of instructor. Offered both semesters. 211 can be repeated with instructor's permission.","A","3","","","C","20053","","Research","2005"
"0000011885","0.5","0000000357","DNCTE","Students expand their understanding of modern dance by building on the components of Level I, adding attention to movement qualities, elements of space, dance vocabulary and technique with an emphasis on phrasing and sequences. Prerequisite: Dance 111 and permission of instructor. Offered both semesters. 211 can be repeated with instructor's permission.","2","","","","","Sheryl Saterstrom","","S","200","4","Modern Dance II","210","{'day': 'Tu', 'end': '11:00', 'location': 'CAD _STUDIO_3', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CAD _STUDIO_3', 'start': '09:30'}","False","Dance 111 and permission of instructor. Offered both semesters. 211 can be repeated with instructor's permission.","B","3","","","C","20053","","Research","2005"
"0000011886","0.25","0000000358","DNCTE","","18","","","","","Anthony Roberts","","S","200","17","Modern Dance II","211","{'day': 'Mo', 'end': '15:30', 'location': 'CAD _STUDIO_2', 'start': '14:00'};{'day': 'We', 'end': '15:30', 'location': 'CAD _STUDIO_2', 'start': '14:00'}","False","False","A","3","","","C","20053","","Research","2005"
"0000011887","0.25","0000000358","DNCTE","","9","","","","","Sheryl Saterstrom","","S","200","12","Modern Dance II","211","{'day': 'Tu', 'end': '11:00', 'location': 'CAD _STUDIO_3', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CAD _STUDIO_3', 'start': '09:30'}","False","False","B","3","","","O","20053","","Research","2005"
"0000011888","0.5","0000000359","DNCTE","This course offers an expansion of ballet vocabulary and technique with an emphasis on movement quality, integrity and efficiency. Outside work includes practicing, reading, writing and concert attendance. . Prerequisite: Dance 121 (at least twice) and/or permission of the instructor. Offered both semesters. 221 can be repeated with instructors permission.","3","","","","","Heather J. Klopchin","","S","200","4","Ballet II","220","{'day': 'Tu', 'end': '09:25', 'location': 'CAD _STUDIO_2', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CAD _STUDIO_2', 'start': '08:00'}","False","Dance 121 (at least twice) and/or permission of the instructor. Offered both semesters. 221 can be repeated with instructors permission.","","3","","","C","20053","","Research","2005"
"0000011889","0.25","0000000360","DNCTE","","21","","","","","Heather J. Klopchin","","S","200","16","Ballet II","221","{'day': 'Tu', 'end': '09:25', 'location': 'CAD _STUDIO_2', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CAD _STUDIO_2', 'start': '08:00'}","False","False","","3","","","C","20053","","Research","2005"
"0000011890","0.5","0000000362","DNCTE","This modern section builds on the concepts and components of Modern Dance I and II. This section is open to Companydance members and general students with instructor's permission. Offered both semesters. 311 can be repeated with instructor's permission. Prerequisite: Dance 211.","1","","","","","Janice Roberts","","S","300","5","Modern III","310","{'day': 'Mo', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'We', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'Fr', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'}","False","Dance 211.","","3","","","O","20053","","Research","2005"
"0000011891","0.25","0000000363","DNCTE","","10","","","","","Janice Roberts","","S","300","10","Modern III","311","{'day': 'Mo', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'We', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'};{'day': 'Fr', 'end': '15:30', 'location': 'CAD _STUDIO_1', 'start': '14:00'}","False","False","","3","","","C","20053","","Research","2005"
"0000011892","0.5","0000000364","DNCTE","This course offers a further exploration of ballet vocabulary and technique for the advanced dancer with an emphasis on clarity, intention and musicality. This ballet section is open to Companydance members and general students with instructor's permission. Offered both semesters. 321 can be repeated with instructor's permission. Prerequisite: 221.","0","","","","","Jennifer Bader","","S","300","5","Ballet III","320","{'day': 'Tu', 'end': '14:45', 'location': 'CAD _STUDIO_2', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CAD _STUDIO_2', 'start': '14:15'}","False","221.","","3","","","O","20053","","Research","2005"
"0000011893","0.25","0000000365","DNCTE","","13","","","","","Jennifer Bader","","S","300","10","Ballet III","321","{'day': 'Tu', 'end': '14:45', 'location': 'CAD _STUDIO_2', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CAD _STUDIO_2', 'start': '14:15'}","False","False","","3","","","C","20053","","Research","2005"
"0000011894","1.0","0000000370","DNCTH","This introduction to Rudolf Laban's system of movement analysis provides a framework for observing, describing and analyzing human movement patterns and understanding non-verbal behavior and communication. This course is appropriate for all students for whom movement observation is important to their career objectives, e.g. dancers, therapists, counselors, anthropologists, journalists, nurses and actors.","17","","","","","Susan Bauer","","S","200","20","Movement Analysis","232","{'day': 'Mo', 'end': '11:40', 'location': 'CAD _STUDIO_1', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CAD _STUDIO_1', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CAD _STUDIO_1', 'start': '10:45'}","False","False","","3","","","C","20053","","Research","2005"
"0000011895","1.0","0000000371","DNCTH","Students trace and integrate the African-American and Euro-American dance traditions of the late 19th and 20th centuries and early 21st century, paying attention to their similarities and differences. The focus will be on the theatrical dance genres of: ballet, modern and musical theater dance. Social dance will also be looked at as the predecessor of some theatrical dance genres. At the same time, the course attends to the economic, religious and social forces which have affected the development of dance in America. Extensive video examples supplement reading, writing and discussion. Attendance at appropriate concerts is required.","39","","","","","Heather J. Klopchin","","S","200","25","Dance in America","246","{'day': 'Mo', 'end': '13:50', 'location': 'CAD 305', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CAD 305', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CAD 305', 'start': '12:55'}","False","False","","3","","","C","20053","","Research","2005"
"0000011896","1.0","0000000374","DNCTH","","0","","","","","Staff","","S","200","999","Academic Internship","294","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000011897","1.0","0000000375","DNCTH","","1","","","","","Sheryl Saterstrom","","S","200","999","IS/Spirit Disciplines","298","","False","False","","3","","","O","20053","Independent Study","Research","2005"
"0000011898","1.0","0000000376","DNCTH","In this advanced analysis of principles and methods for creating dances, students will survey current trends in dance performance as well as choreograph new works. Prerequisite: Dance 231 or permission of instructor. Offered 2001-02 and alternate years.","16","","","","","Janice Roberts","","S","300","16","Advanced Choreography","374","{'day': 'Tu', 'end': '13:10', 'location': 'CAD _STUDIO_3', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'CAD _STUDIO_3', 'start': '12:45'}","False","Dance 231 or permission of instructor. Offered 2001-02 and alternate years.","","3","","","C","20053","","Research","2005"
"0000011899","1.0","0000000377","DNCTH","","0","","","","","Staff","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000011900","1.0","0000000378","DNCTH","","0","","","","","Janice Roberts","","S","300","999","IR/Creative Process","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000011901","1.0","0000000384","ENGL","","28","","","","","Mary Titus","","S","100","30","Intro to Poetry","123","{'day': 'Mo', 'end': '11:40', 'location': 'RML 515', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 515', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 515', 'start': '10:45'}","False","False","","3","","","C","20053","","Research","2005"
"0000011902","1.0","0000000392","ENGL","Students encounter a selection of literature from many different English-speaking countries. The course offers an introduction to the analysis and interpretation of a variety of literary genres. The writing can include both formal and creative assignments. The course is required of those beginning the English major. It is not recommended for general education students.","25","","","","","Colin Wells","","S","100","25","Literary Studies","185","{'day': 'Mo', 'end': '10:00', 'location': 'RML 515', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 515', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'RML 515', 'start': '09:05'}","False","False","A","3","","","C","20053","","Research","2005"
"0000011903","1.0","0000000392","ENGL","Students encounter a selection of literature from many different English-speaking countries. The course offers an introduction to the analysis and interpretation of a variety of literary genres. The writing can include both formal and creative assignments. The course is required of those beginning the English major. It is not recommended for general education students.","27","","","","","Joan Hepburn","","S","100","25","Literary Studies","185","{'day': 'Tu', 'end': '13:10', 'location': 'RML 515', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'RML 515', 'start': '12:45'}","False","False","B","3","","","C","20053","","Research","2005"
"0000011904","1.0","0000000392","ENGL","Students encounter a selection of literature from many different English-speaking countries. The course offers an introduction to the analysis and interpretation of a variety of literary genres. The writing can include both formal and creative assignments. The course is required of those beginning the English major. It is not recommended for general education students.","24","","","","","Eliot K. Wilson","","S","100","25","Literary Studies","185","{'day': 'Tu', 'end': '09:25', 'location': 'RML 525', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'RML 525', 'start': '08:00'}","False","False","C","3","","","C","20053","","Research","2005"
"0000011905","1.0","0000000396","ENGL","","21","","","","","Mary Steen","","S","200","30","Fiction Down Under","215","{'day': 'Tu', 'end': '13:10', 'location': 'RML 525', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'RML 525', 'start': '12:45'}","False","False","","3","","","O","20053","","Research","2005"
"0000011906","1.0","0000000397","ENGL","Students explore poetry and prose from the earliest periods in the development of the English language and literature -- by Caedmon, the Beowulf poet, Chaucer, Julian of Norwich, Malory, Spenser, Shakespeare, Lady Mary Wroth, Donne, Milton -- and investigate how literary conventions and social history interact. From sermons to sonnets, students examine 1000 years of literary history and ultimately follow the voyage of English from Britain to the Americas. Prerequisite: Prior or simultaneous study in English 185.","35","","","","","Karen Cherewatuk;Cathryn Meyer","","S","200","55","Lit in Engl to 1650","221","{'day': 'Mo', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 525', 'start': '09:05'}","False","Prior or simultaneous study in English 185.","","3","","","O","20053","Literatures in English to 1650","Research","2005"
"0000011910","1.0","0000000399","ENGL","Students study literary developments from the mid-17th to the mid-19th centuries. Topics examined include the influence of the Puritan Revolution on literature; satiric modes practiced by Dryden, Pope and Swift; the rise of the novel; the Romantic movement; Transcendentalism; and the development of American identity as seen in writers such as Franklin, Fuller and Douglass. Prerequisite: English 221.","42","","","","","Jonathan Hill;Colin Wells","","S","200","55","Lit in Engl 1650-1850","222","{'day': 'Mo', 'end': '12:45', 'location': 'RML 525', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'RML 525', 'start': '11:50'}","False","English 221.","","3","","","O","20053","Literatures in English 1650 to 1850","Research","2005"
"0000011913","1.0","0000000406","ENGL","Students read and discuss children's literature from a variety of cultures and time periods. Beginning with world folklore and children's classics as background, students explore an array of picture books, poetry, fiction and nonfiction that exemplifies the best in fantasy, science fiction and realism for children and young adults. Special emphasis is given to two relatively new subgenres: multicultural literature and the contemporary problem novel.","34","","","","","Jan C. Hill","","S","200","30","Children's Literature","233","{'day': 'Tu', 'end': '11:00', 'location': 'RML 515', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 515', 'start': '09:30'}","False","False","","3","","","C","20053","Children's and Young Adult Literature","Research","2005"
"0000011914","1.0","0000000410","ENGL","Students explore the histories, cultural patterns, religious practices, key institutions, gender issues, narrative styles and the significant contributions to our nation of an array of racial and multicultural groups. Such diverse writers as Leslie Silko, Chaim Potok, Amy Tan and Toni Morrison raise questions about voice and identity, both individual and collective.","46","","","","","Joan Hepburn","","S","200","60","Amer Racial/Multi Lit","245","{'day': 'Tu', 'end': '14:45', 'location': 'RML 525', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 525', 'start': '14:15'}","False","False","","3","","","O","20053","American Racial and Multicultural Literatures","Research","2005"
"0000011915","1.0","0000000413","ENGL","From the intimate personal essay to more externally driven literary journalism, creative nonfiction covers a range of forms. Students learn to combine fictional techniques, personal recollections and direct exposition in assignments that might include memoir, personal essay, cultural criticism, nature writing, book and film reviewing and new journalism. Contemporary nonfiction writers such as Annie Dillard, Scott Russell Sanders, Judith Ortiz Cofer and John McPhee provide models and inspiration for writing in the course.","25","","","","","James Heynen","","S","200","18","Creative Wrtg: Non-Fic","251","{'day': 'Mo', 'end': '22:00', 'location': 'RML 515', 'start': '19:00'}","False","False","","3","","","C","20053","Creative Nonfiction","Research","2005"
"0000011916","1.0","0000000416","ENGL","","17","","","","","Paul Zorn","","S","200","18","Science Writing","254","{'day': 'Mo', 'end': '13:50', 'location': 'SC 130', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SC 130', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'SC 130', 'start': '12:55'}","False","False","","3","","","C","20053","","Research","2005"
"0000011917","1.0","0000000418","ENGL","This course provides students with the opportunity to gather insights and develop skills in the writing of creative prose, poetry and/or drama. Literary selections are often used as models and discussions of craft set the stage for the workshopping of student writing. Seminar size allows for maximum interaction between the professor-mentor and the student and for one-on-one conferences.","33","","","","","James Heynen","","S","200","25","Creat Wrtg: Fict/Poet","257","{'day': 'Tu', 'end': '14:45', 'location': 'RML 515', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 515', 'start': '14:15'}","False","False","","3","","","C","20053","Creative Writing I","Research","2005"
"0000011918","1.0","0000000424","ENGL","Students explore the complex relationships between literature and film. How do we translate the verbal into the visual? What can novels do that films cannot and vice versa? Subject matter includes both classic and contemporary fiction and film.","28","","","","","Diana Postlethwaite","","S","200","30","Literature & Film","275","{'day': 'Tu', 'end': '11:00', 'location': 'RML 525', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 525', 'start': '09:30'};{'day': 'Mo', 'end': '22:00', 'location': 'BC Viking', 'start': '19:00'}","False","False","","3","","","C","20053","Literature and Film","Research","2005"
"0000011919","1.0","0000000431","ENGL","Students study individual texts as well as the development of women's literary tradition(s). How do women writers conform to and/or challenge the dominant paradigm for female identity, women's social roles and women's literary practice? Topics may include women's autobiographies, women writers and the land, contemporary women's fiction and major women writers.","27","","","","","Carol Holly","","S","200","30","Women's Literature","286","{'day': 'Mo', 'end': '12:45', 'location': 'RML 515', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'RML 515', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RML 515', 'start': '11:50'}","False","False","","3","","","O","20053","","Research","2005"
"0000011920","1.0","0000000432","ENGL","Students explore the works of major authors writing in English from around the globe, as well as their historical, social and geographic contexts.","21","","","","","Richard Buckstead","","S","200","30","Top: Hemingway and Japan","290","{'day': 'Mo', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'RML 515', 'start': '14:00'}","False","False","","3","","","O","20053","Authors in English","Topic","2005"
"0000011921","1.0","0000000433","ENGL","","0","","","","","Staff","","S","200","999","Academic Internship","294","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000011922","1.0","0000000434","ENGL","","2","","","","","Joseph L. Mbele","","S","200","999","IS/Global Literature","298","","False","False","","3","","","O","20053","Independent Study","Research","2005"
"0000011923","1.0","0000000436","ENGL","Students explore specific periods in American literature and examine the relationship between literary texts and movements and their particular cultural, political and historical contexts. Each offering of this course examines a different literary era and emphasizes specific literary and historical issues.","25","","","","","Richard Buckstead","","S","300","15","Top: Lit Eras-20s & 30s","340","{'day': 'Mo', 'end': '13:50', 'location': 'RML 420', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'RML 420', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'RML 420', 'start': '12:55'}","False","False","","3","","","C","20053","Advanced Studies in Literary Eras: American","Topic","2005"
"0000011924","1.0","0000000440","ENGL","","11","","","","","Eliot K. Wilson","","S","300","15","Advanced Poetry Wrtg","371","{'day': 'Tu', 'end': '13:10', 'location': 'RML 420', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'RML 420', 'start': '12:45'}","False","False","","3","","","O","20053","","Research","2005"
"0000011925","1.0","0000000446","ENGL","Students examine the work of a major British author. Through attention to life experiences, cultural contexts and the impact of history, the course offers students a rounded and complex understanding of a major author's literary achievement. Recent authors have included Chaucer, Milton, George Eliot, Joyce and Woolf. Because such study is intensive and requires background, students should have prior exposure to the author studied. Authors announced the previous spring. May be repeated if topics are different","14","","","","","Jonathan Hill","","S","300","15","Sem: Dickens","391","{'day': 'Tu', 'end': '11:00', 'location': 'RML 420', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RML 420', 'start': '09:30'}","False","False","","3","","","C","20053","Major British Authors","Seminar","2005"
"0000011926","1.0","0000000448","ENGL","","16","","","","","Richard DuRocher","","S","300","15","Sem: Milton/Ethics","393","{'day': 'Tu', 'end': '14:45', 'location': 'RML 420', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'RML 420', 'start': '14:15'}","False","False","","3","","","C","20053","","Seminar","2005"
"0000011927","1.0","0000000449","ENGL","","1","","","","","Jan C. Hill","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000011928","1.0","0000000451","ENGL","","1","","","","","Eliot K. Wilson","","S","300","999","IR/Poetic Methodology","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000011929","1.0","0000000454","ENVST","Conservation biology focuses on the study of biological diversity. We will examine why we should be concerned about the number and types of species on earth, what factors threaten the survival of species and how we can conserve them. Using principles of ecology and evolution, with input from other disciplines, students gain a better understanding of the impact of humans on biodiversity and the importance of responsible environmental decision-making. Offered annually. Counts toward major and concentration: Environmental Studies.","24","","","","","Kathleen L. Shea","","S","100","26","Conservation Biology","125","{'day': 'Tu', 'end': '11:00', 'location': 'SC 130', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 130', 'start': '09:30'}","False","False","","3","","","C","20053","","Research","2005"
"0000011930","1.0","0000000455","ENVST","This interdisciplinary seminar uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the seminar issues from coverage in the media. Because most environmental problems involve issues beyond the science, the seminar examines the economic, political and ethical dimensions of environmental questions and environmental decision-making. Offered every semester.","19","","","","","Rickard J. Pettersson","","S","100","26","Intro: Enviro Studies","137","{'day': 'Tu', 'end': '09:25', 'location': 'SC 129', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'SC 129', 'start': '08:00'}","False","False","A","3","","","O","20053","Introduction to Environmental Studies","Research","2005"
