"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000150508","1.0","0000001357","SWRK","Students explore service to human beings as a profession, both vocation and avocation. Who needs help? Who helps? Where? How? What motivates people to help? Using the liberal arts as a foundation for helping people, students study opportunities in areas such as health care, social services, ministry, youth work, and the arts. The class includes lectures, discussions, speakers, and field visits. Open only to first-year students. Offered annually in January Term. Does not count toward social work major.","18","","","","","Kimberly S. Doran","1/5","S","100","18","I Want to Help People","This course includes an academic civic engagement (ACE) component.;This course has class-year limits.","120","{'day': 'Tu', 'end': '12:40', 'location': 'RML 421', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RML 421', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RML 421', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RML 421', 'start': '10:40'};{'day': 'Tu', 'end': '15:00', 'location': 'RML 421', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RML 421', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RML 421', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RML 421', 'start': '13:00'}","False","False","","2","5/5","0/5","C","20232","","Research","2023"
"0000150513","1.0","0000016991","INTD","","0","","","","","Staff","","S","200","0","January Term Exchange","","200","","False","False","","2","","","C","20232","","Research","2023"
"0000150514","1.0","0000028767","KINES","This seminar integrates the liberal arts with the experience of work and the search for a vocation or career. Course content will include both an off-campus internship and on-campus class sessions that connect academic theories/analyses of work with their particular internship experience. Students will also consider and articulate the value of the liberal arts for their pursuit of a creative, productive, and satisfying professional life. Offered during January Term.","17","0/0","OEP","","","Matt D. Neuger","","S","200","20","Internship and Reflection Seminar","Open to seniors and juniors only.;This course includes an academic civic engagement (ACE) component.","295","{'day': 'Fr', 'end': '16:00', 'location': 'SAC 112', 'start': '13:00'}","False","False","","2","","0/0","O","20232","","Research","2023"
"0000150515","1.0","0000029415","ID","This seminar integrates the liberal arts with the experience of work and the search for a vocation or career. Course content is composed of virtual class sessions that connect academic theories/analyses of work with each student's particular internship experience. Students also consider and articulate the value of the liberal arts for their pursuit of a creative, productive, and satisfying professional life. Offered annually during January Term. Prerequisite: Internship applications must be approved through the Piper Center before students will be allowed to enroll.","31","","OEP","","","Elisabeth G. Alderks","","S","200","30","Internship and Reflection Seminar","","295","","True","Internship applications must be approved through the Piper Center before students will be allowed to enroll.","","2","","","C","20232","","Research","2023"
"0000150517","1.0","0000001325","SPAN","Students continue learning Spanish in an intercultural context. The course continues to examine the Spanish-speaking world through exploration of topics, for example: cities and urban life; housing; and the historical roots of culinary traditions and food production. In-class speaking, listening, reading, and writing activities are complemented by attendance at two required culture tables. Offered each semester and January Term. Does not count toward Spanish major. Prerequisite: SPAN 111 or placement into SPAN 112.","20","14/15","","","","Jessica A. Haugsland","","S","100","20","Intro Spanish Language/World II","Open to all students who meet the prerequisites. Prerequisite: SPAN 111;or placement recommendation.","112","{'day': 'Mo', 'end': '12:00', 'location': 'TOH 310', 'start': '11:00'};{'day': 'Tu', 'end': '12:00', 'location': 'TOH 310', 'start': '11:00'};{'day': 'We', 'end': '12:00', 'location': 'TOH 310', 'start': '11:00'};{'day': 'Th', 'end': '12:00', 'location': 'TOH 310', 'start': '11:00'};{'day': 'Fr', 'end': '12:00', 'location': 'TOH 310', 'start': '11:00'};{'day': 'Mo', 'end': '15:00', 'location': 'TOH 310', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TOH 310', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TOH 310', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TOH 310', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TOH 310', 'start': '13:00'}","False","SPAN 111 or placement into SPAN 112.","","2","","","C","20232","Introduction to Spanish Language and the Spanish-Speaking World II","Research","2023"
"0000150521","1.0","0000001289","SOAN","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as ""Do we have a 'human nature'?,"" ""Why does social inequality exist?,"" ""What is race?,"" and ""How do societies change?"" In answering these questions students learn to develop a sociological imagination. In doing so they review the various research methods and theories that form the sociological tradition. This course is open to first-year students or students in certain accredited programs. Open to all students when taught during the summer. Offered each semester. Also counts toward race and ethnic studies and gender and sexuality studies majors and gender and sexuality studies concentration.","21","","PAR;SCS","","","Ryan R. Sheppard","0/0","S","100","25","Intro to Sociology","Open only to first-year students.","121","{'day': 'Mo', 'end': '12:40', 'location': 'HH 433', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'HH 433', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'HH 433', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'HH 433', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'HH 433', 'start': '10:40'}","False","False","A","2","0/0","1/0","C","20232","Introduction to Sociology","Research","2023"
"0000150522","1.0","0000001289","SOAN","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as ""Do we have a 'human nature'?,"" ""Why does social inequality exist?,"" ""What is race?,"" and ""How do societies change?"" In answering these questions students learn to develop a sociological imagination. In doing so they review the various research methods and theories that form the sociological tradition. This course is open to first-year students or students in certain accredited programs. Open to all students when taught during the summer. Offered each semester. Also counts toward race and ethnic studies and gender and sexuality studies majors and gender and sexuality studies concentration.","28","","PAR;SCS","","","Sidonia Alenuma","0/0","S","100","25","Intro to Sociology","Open to first-year students only.","121","{'day': 'Mo', 'end': '12:40', 'location': 'TOH 110', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TOH 110', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TOH 110', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TOH 110', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TOH 110', 'start': '10:40'}","False","False","B","2","0/0","4/0","C","20232","Introduction to Sociology","Research","2023"
"0000150526","1.0","0000036004","NURS","This introductory course provides students a broad overview of public health focusing on concepts relating to health promotion, disease prevention and epidemiology. Additionally, students learn about the core public health values, functions, population health assessment and intervention and the socio-economic, behavioral, biological and environmental determinants of health. Students engage in oral and written communication to critically think and analyze public health issues. Offered alternate years during the spring semester. Counts toward public health studies concentration.","30","","NTS","","","Mary Beth Kuehn","","S","100","30","Introduction to Public Health","This course includes an academic civic engagement (ACE) component.","150","{'day': 'Mo', 'end': '12:40', 'location': 'RNS 160E', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 160E', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 160E', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 160E', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 160E', 'start': '10:40'}","False","False","","2","","","C","20232","","Research","2023"
"0000150527","1.0","0000000252","CHIN","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150528","1.0","0000000285","ECON","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150529","1.0","0000000307","CSCI","Recent projects, usually executed by individuals, but occasionally in small groups, and coordinated with ongoing undergraduate research projects, include cluster-assisted computer vision for robots, parallel computing in computer science education, and middleware for interdisciplinary web applications.","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150530","1.0","0000000378","DANCE","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150531","1.0","0000000496","FREN","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150532","1.0","0000000551","GREEK","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150533","1.0","0000000657","FAMST","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150534","1.0","0000000710","ID","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150535","1.0","0000000726","LATIN","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150536","1.0","0000000789","BUS","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150537","1.0","0000000798","FMS","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150538","1.0","0000000937","NORW","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150539","1.0","0000000963","NURS","Does not count toward the major.","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150540","1.0","0000001190","PSYCH","Students have the opportunity to work in depth on a research project of interest under the supervision of a member of the psychology department faculty. Offered each semester. Depending on course topic, may count toward the neuroscience concentration. Prerequisite: STAT 110, STAT 172, or ECON 260; PSYCH 230; four additional courses in the department; and permission of instructor. PSYCH 298 is strongly recommended.","0","","","","","Staff","","S","300","0","IR/","","398","","False","STAT 110, STAT 172, or ECON 260; PSYCH 230; four additional courses in the department; and permission of instructor. PSYCH 298 is strongly recommended.","","2","","","C","20232","Independent Research","Research","2023"
"0000150541","1.0","0000001355","SPAN","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150542","1.0","0000001373","SWRK","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150543","1.0","0000001414","STAT","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150544","1.0","0000018615","AFAD","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150545","1.0","0000018619","BMOLS","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150546","1.0","0000000671","JAPAN","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150547","1.0","0000000791","MEDVL","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","","Research","2023"
"0000150548","1.0","0000001285","RUSST","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","","Research","2023"
"0000150549","1.0","0000000451","ENGL","Students pursue an independent topic of study with a faculty director. Cannot count as one of two required level III courses for the major.","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150550","1.0","0000000345","EDUC","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150551","1.0","0000000642","HIST","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150552","1.0","0000000236","CLASS","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150553","1.0","0000000530","GERM","May be counted toward German major or German studies concentration.","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150554","1.0","0000000692","IS","In consultation with their CIS advisor, students may register for this semester course, which can be graded or P/N. This optional course is generally used for research and other preparation for the work.","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150555","1.0","0000000866","MUSIC","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150556","1.0","0000001101","PHYS","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150557","1.0","0000001280","RUSSN","Independent Research is required for all students seeking credit for a senior project.","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150558","1.0","0000000920","NEURO","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150559","1.0","0000000767","MATH","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150560","1.0","0000001257","REL","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150561","1.0","0000000175","BIO","Independent research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, a student conceives and performs a research project. Students develop skills reading, evaluating, and synthesizing scientific literature, making decisions about experimental design and implementation, and collecting and analyzing data. This course does not meet the level III biology requirement for the biology major because it does not fulfill the Writing in the Major requirement. However, it can count as an elective for the biology major. Independent research requires permission of a supervisor and completion of an independent research form available at the Registrar's Office or its website.","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150562","1.0","0000001320","SOAN","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150563","1.0","0000000467","ENVST","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150564","1.0","0000026174","GSS","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150565","1.0","0000027333","RACE","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150566","1.0","0000027402","LAMST","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150567","1.0","0000000993","PHIL","Prerequisite: one level III course in philosophy.","0","","","","","Staff","","S","300","0","IR/","","398","","False","one level III course in philosophy.","","2","","","C","20232","Independent Research","Research","2023"
"0000150568","1.0","0000001401","THEAT","Prerequisite: at least five previous courses in the department.","0","","","","","Staff","","S","300","0","IR/","","398","","False","at least five previous courses in the department.","","2","","","C","20232","Independent Research","Research","2023"
"0000150569","1.0","0000001152","PSCI","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty. Prerequisite: PSCI 220 and one course in the subfield, or permission of instructor.","0","","","","","Staff","","S","300","0","IR/","","398","","False","PSCI 220 and one course in the subfield, or permission of instructor.","","2","","","C","20232","Independent Research","Research","2023"
"0000150570","1.0","0000000223","CHEM","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150571","1.0","0000001068","KINES","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150572","1.0","0000000075","ART","Prerequisites: (for studio art) four foundation courses and three courses in area of study.;Prerequisites: (for art history) three courses in area of study.","0","","","","","Staff","","S","300","0","IR/","","398","","False","Prerequisites: (for studio art) four foundation courses and three courses in area of study.\nPrerequisites: (for art history) three courses in area of study.","","2","","","C","20232","Independent Research","Research","2023"
"0000150573","1.0","0000000097","ASIAN","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20232","Independent Research","Research","2023"
"0000150584","1.0","0000000205","CHEM","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150585","1.0","0000000234","CLASS","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150586","1.0","0000000249","CHIN","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150587","1.0","0000000277","ECON","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150588","1.0","0000000300","CSCI","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150589","1.0","0000000375","DANCE","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150590","1.0","0000000491","FREN","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150591","1.0","0000000523","GERM","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150592","1.0","0000000544","GREEK","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150593","1.0","0000000717","LATIN","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150594","1.0","0000000918","NEURO","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150595","1.0","0000000932","NORW","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150596","1.0","0000001058","KINES","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150597","1.0","0000001091","PHYS","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150598","1.0","0000001276","RUSSN","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150599","1.0","0000001342","SPAN","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150600","1.0","0000001410","STAT","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150601","1.0","0000018613","AFAD","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150602","1.0","0000018617","BMOLS","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150603","1.0","0000000669","JAPAN","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150604","1.0","0000018621","MEDVL","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","","Research","2023"
"0000150605","1.0","0000001179","PSYCH","This opportunity to investigate in depth a topic of interest, typically culminating in a library research-based paper, is strongly recommended as preparation for PSYCH 398. Offered each semester. Prerequisite: PSYCH 125, at least three courses in the department, and permission of instructor; PSYCH 230 is strongly recommended.","0","","","","","Staff","","S","200","0","IS/","","298","","False","PSYCH 125, at least three courses in the department, and permission of instructor; PSYCH 230 is strongly recommended.","","2","","","C","20232","Independent Study","Research","2023"
"0000150606","1.0","0000000069","ART","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.;Prerequisites: (for art history) two upper-division courses in area of study.","0","","","","","Staff","","S","200","0","IS/","","298","","False","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.\nPrerequisites: (for art history) two upper-division courses in area of study.","","2","","","C","20232","Independent Study","Research","2023"
"0000150607","1.0","0000000847","MUSIC","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150608","1.0","0000000625","HIST","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150609","1.0","0000001367","SWRK","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150610","1.0","0000000752","MATH","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150611","1.0","0000001395","THEAT","Prerequisite: at least three previous courses in department.","0","","","","","Staff","","S","200","0","IS/","","298","","False","at least three previous courses in department.","","2","","","C","20232","Independent Study","Research","2023"
"0000150612","1.0","0000000094","ASIAN","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150613","1.0","0000001239","REL","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150614","1.0","0000000943","NURS","Does not count toward the major.","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150615","1.0","0000000654","FAMST","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150616","1.0","0000001316","SOAN","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150617","1.0","0000000687","IS","In consultation with their CIS advisor, students may register for this semester course, which can be graded or P/N. This optional course is generally used for research and other preparation for the work.","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150618","1.0","0000001141","PSCI","After completion of three courses in political science, students may approach a member of the department faculty and propose a course of study not currently offered to be conducted in tutorial fashion.","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150619","1.0","0000000314","EDUC","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150620","1.0","0000026171","GSS","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150621","1.0","0000027330","RACE","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150622","1.0","0000027399","LAMST","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150623","1.0","0000000785","BUS","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150624","1.0","0000000465","ENVST","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150625","1.0","0000000154","BIO","Independent study allows students to study in an area not covered in the regular biology course offerings. The student undertakes substantial independent study in a defined biological field, meets regularly with faculty supervisor, and prepares some form of presentation of the material learned. The student must obtain permission of supervisor and complete an independent study form available from the Registrar's Office or its website.","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150626","1.0","0000000796","FMS","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150627","1.0","0000001283","RUSST","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","","Research","2023"
"0000150628","1.0","0000000708","ID","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150629","1.0","0000000434","ENGL","Students pursue an independent topic of study with a faculty director.","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150630","1.0","0000000986","PHIL","","0","","","","","Staff","","S","200","0","IS/","","298","","False","False","","2","","","C","20232","Independent Study","Research","2023"
"0000150640","1.0","0000000054","ART","What kinds of stories do historians, writers, and artists tell about the cities in which they live? How are these stories reflected in the architecture and urban fabric of the cities themselves? And how do the geography and environment of Italy shape both the lore about a city and its actual built environment? To answer these questions, students explore the representations of Italian cities in literature and visual arts and the documented and architectural realities of urban development. The majority of the course focuses on a study of the city of Florence; students make shorter visits to other Italian cities and study the facts and fictions about each city's urban history.","19","","CRE;OEP","","","Michon Weeks","","S","200","20","Italian Art in Context","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","255","","False","False","","2","","","C","20232","","Research","2023"
"0000150662","1.0","0000001086","PHYS","This course offers an introduction to the physics of sound waves, the biological, physical and psychological origins of sound perception, and the synthesis of sounds and sound production in different instruments. Students explore these topics, as well as sound recording and reproduction systems, through lectures, discussions, laboratory experiments, and student presentations. Offered during January Term. Prerequisite: proficiency in algebra and geometry. Musical experience is helpful but not required.","37","2/0","NTS","0000001086","","Brian Borovsky","","S","200","32","Musical Acoustics","Students in Physics 252 must also register for lab Physics 252 L.;First-year students must complete a capacity override request to register.","252","{'day': 'Mo', 'end': '12:10', 'location': 'RNS 210', 'start': '10:40'};{'day': 'Tu', 'end': '12:10', 'location': 'RNS 210', 'start': '10:40'};{'day': 'We', 'end': '12:10', 'location': 'RNS 210', 'start': '10:40'};{'day': 'Th', 'end': '12:10', 'location': 'RNS 210', 'start': '10:40'};{'day': 'Fr', 'end': '12:10', 'location': 'RNS 210', 'start': '10:40'}","False","proficiency in algebra and geometry. Musical experience is helpful but not required.","","2","","","C","20232","","Research","2023"
"0000150663","0.0","0000001087","PHYS","","37","2/0","","0000001086","","Brian Borovsky","","S","200","32","Musical Acoustics Lab","","252","{'day': 'Mo', 'end': '15:30', 'location': 'RNS 292', 'start': '13:15'};{'day': 'Tu', 'end': '15:30', 'location': 'RNS 292', 'start': '13:15'};{'day': 'We', 'end': '15:30', 'location': 'RNS 292', 'start': '13:15'};{'day': 'Th', 'end': '15:30', 'location': 'RNS 292', 'start': '13:15'}","False","False","","2","","","C","20232","","Lab","2023"
"0000150665","1.0","0000000048","ART","This course provides intensive exposure to career opportunities in architecture, painting, sculpture, printmaking, ceramics, photography, illustration, video, digital media, and design of all kinds (from toys to exhibitions at the Metropolitan Museum of Art). Working five to seven hours a day, students interview over 25 artist professionals during the month, visit more than 100 galleries and museums, and write extensively about artists and artwork. Offered during January Term in alternate years. Apply through Smith Center for Global Engagement. Also counts toward management studies concentration. Prerequisite: none, but completion of the following courses is highly recommended: ART 253 (preferred), ART 252, and ART 280.","17","","","","","Peter B. Nelson","","S","200","18","New York Art Interim","This is a studay away course. You will find this course listed in Studio Abroad;under its course title.","246","","False","none, but completion of the following courses is highly recommended: ART 253 (preferred), ART 252, and ART 280.","","2","","","C","20232","New York Art January Term","Research","2023"
"0000150677","1.0","0000000939","NURS","This course explores the sources, chemical composition, and metabolic behavior of nutrients. Nutritional requirements for a balanced diet are examined as well as the consequences of excesses and deficiencies. Students use nutrition tools and guidelines to make sound food choices, learn how to read food labels, and consider factors affecting food consumption. Class activities increase students' awareness of a healthy diet, help students evaluate nutrition behaviors, and facilitate a nutritionally sound lifestyle. Offered annually. Does not count toward major, but is a prerequisite for the nursing major. Counts toward public health studies concentration.","60","","NTS","","","Steven Cole","","S","100","60","Nutrition and Wellness","","110","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 310', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 310', 'start': '08:00'}","False","False","","2","","","C","20232","","Research","2023"
